utterance_id,emotion,transcript
Ses02F_script03_1_M007,neu,With the most perfect poise?
Ses02F_script03_1_M008,neu,Things that ought to matter dreadfully don't matter at all when one's happy.  Do they?
Ses02F_script03_1_M009,neu,"Oh, darling, don't say that."
Ses02F_script03_1_M010,neu,"Meaning that sacred and beautiful thing, love?"
Ses02F_script03_1_M012,neu,"You mustn't be serious, my dear one.  That's just what they want."
Ses02F_script03_1_M013,neu,All those futile moralists that try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything.  All their sacred shibboleths.
Ses02F_script03_1_M014,neu,Flippancy brings out the acid in their damn sweetness and light.
Ses02F_script03_1_M015,neu,"Certainly, you must.  We're figures of fun, alright."
Ses02F_script03_1_M016,neu,Who knows.
Ses02F_script03_1_M017,neu,"No, that desire will fade.  Along with our passion."
Ses02F_script03_1_M018,neu,Depends on how well we've played.
Ses02F_script03_1_M021,neu,So is everyone else in the long run.
Ses02F_script03_1_M024,neu,"I don't care what you do.  See, you could paint yourself green and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word.  As long as you love me best."
Ses02F_script03_1_M025,neu,You remember that awful scene we had in Venice?
Ses02F_script03_1_M026,neu,The one when you bought that little painted wooden snake in the Piazza and put it on my bed.
Ses02F_script03_1_M028,neu,How long did that row last?
Ses02F_script03_1_M029,neu,The worst one was in Cannes when your curling iron burnt a hole in my new dressing gown.
Ses02F_script03_1_M031,neu,I didn't hit you very hard.
Ses02F_script03_1_M033,neu,We were very much younger then.
Ses02F_script03_1_M034,neu,"As a matter of fact, the real cause of that row was Peter Burden."
Ses02F_impro05_F000,neu,"Hi, um, excuse me, I believe that the airline lost my baggage."
Ses02F_impro05_F001,neu,"No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that?"
Ses02F_impro05_F004,neu,How much?
Ses02F_impro05_F006,ang,"That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff?"
Ses02F_impro05_F010,ang,"Because you don't seem to care very much, you know."
Ses02F_impro05_F019,ang,It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me.
Ses02F_impro05_M000,neu,"Um, okay, it didn't--didn't come out on the carrousel--"
Ses02F_impro05_M001,neu,"Okay.  Um, well, unfortunately yeah there was a some- some problems with the--"
Ses02F_impro05_M002,neu,"Uh, well some-some of the bags were--were lost on the way over here. uh-"
Ses02F_impro05_M003,neu,"You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen."
Ses02F_impro05_M004,neu,"Uh, But, we are willing to reimburse you for the bag and and for the contents--"
Ses02F_impro05_M005,neu,"Um, we'd be willing to give you uh fifty dollars for--"
Ses02F_impro05_M006,neu,"Right.  Uh We realize, you know, that that it's a bad situation, but I'm sorry, there's nothing that we can really do."
Ses02F_impro05_M007,neu,"I think, um, maybe you can file a claim if you want and turn it in to our main office--"
Ses02F_impro05_M008,neu,"Right.  No.  I mean they- they might--they might--if you-if you are argue the case more, maybe they'll reimburse you more, but, right now--"
Ses02F_impro05_M009,neu,"Yes, I know. I know-. It's It's frustrating.  Unfortunately though-- um"
Ses02F_impro05_M010,neu,"By checking your bags, you--you, you know- admit to the liability that's- that's at risk--"
Ses02F_impro05_M011,neu,"Right, well, by checking in your bags, you agreed to, you know, at the will of the--"
Ses02F_impro05_M012,neu,"You paid for the flight and then your bags were checked at--it's a service that the airline provides for us.  So so, really, it's really the risk was taken and, I'm sorry, but there's really nothing else we can do.  So do you want--do you want the reimbursement?"
Ses02F_impro05_M013,neu,"Well, there are-there are some shops here in- in the airport--"
Ses02F_impro05_M014,neu,"No, um, like I said you can file a claim and, uh, maybe get reimbursed for more-- you"
Ses02F_impro05_M015,neu,probably even talk to--
Ses02F_impro05_M016,neu,"Right, that--that gets taken care of-- That gets taken care of.  We get we do, you know, we investigate those and just make sure that um- they're not doing their own thing with them so--uh"
Ses02F_impro05_M017,neu,but Unfortunately sometimes is--
Ses02F_impro05_M018,neu,"Well, that's--that's what I'm saying--"
Ses02F_impro05_M019,neu,"Okay.  Well that that could be something that you put on on the claim--on on the complaint form if you want.  And provide us with your information while you're here and then, maybe, if it turns up, then we'll send it right over."
Ses02F_impro05_M020,neu,"All right, Miss, I-I know.  I realize this. But Like I said, there are several people that are in your same situation, so, um, it's not--it's not totally uncommon and I'm actually gonna have to ask you to move so I can help the next person."
Ses02F_impro05_M021,neu,"Yes, all right.  There you go, now you can file a claim over to the left--And they'll help you out."
Ses02M_impro07_F014,hap,No but that's an awesome school. That's so cool.
Ses02M_impro07_F015,hap,"Oh, totally totally."
Ses02M_impro07_F016,hap,you get to like be a part of that.
Ses02M_impro07_F017,hap,"Like you get to be a part of that. Like the, like the- Like a cult."
Ses02M_impro07_F018,hap,"[LAUGHTER] like a- like a- [LAUGHTER] No, but I mean like everywhere you go people know who you are."
Ses02M_impro07_F019,hap,So you know what you are going to do there?
Ses02M_impro07_F020,hap,"Okay. They have a lot of good schools, right?"
Ses02M_impro07_F021,hap,"Yes, it's intimate."
Ses02M_impro07_F024,hap,I will do the best I can.
Ses02M_impro07_F028,hap,"and we'll explore and you going to have such a good time, you're going to fit in so well, it's going to be awesome"
Ses02M_impro07_F029,hap,So Congratulations. That's awesome.
Ses02M_impro07_M009,hap,it was you know I wasn't too sure I mean you know it was kind of last minute for like the application
Ses02M_impro07_M010,hap,and everything like but
Ses02M_impro07_M011,hap,"it was good, yeah. I mean-"
Ses02M_impro07_M023,hap,"What's that? ahh Well, you know I'm I'm thinking um I'm leaning towards like communications"
Ses02M_impro07_M024,hap,"I-I don't know. Kind of a broad,"
Ses02M_impro07_M025,hap,"yeah, I mean a lot-a lot  of good stuff oh, yeah, I mean it's- it's just a really good school; so really, whatever I pick I can't go wrong. I mean I'm just"
Ses02M_impro07_M026,hap,"I'm looking forward to getting there. I mean, God, the campus is cool, you know it's like all just very confined I mean just you know it's a college campus you know it's like"
Ses02M_impro07_M030,hap,"Oh, alright."
Ses03F_impro07_F001,hap,"Uh-, So I got some good news."
Ses03F_impro07_F004,hap,I have some better news than that.
Ses03F_impro07_F005,hap,"Yes, What would you want more than anything in this world?"
Ses03F_impro07_F012,hap,"and so, I mean, I got in."
Ses03F_impro07_F013,hap,So now I can stay here and now we can party. I know.
Ses03F_impro07_F015,neu,"We're not twenty one yet, but whatever."
Ses03F_impro07_F017,hap,Yeah. It's really cool.
Ses03F_impro07_F019,hap,Top five in the nation.
Ses03F_impro07_F023,hap,"Oh man, I'm so excited. So much to do."
Ses03F_impro07_F025,hap,I'm just so excited to start my life.
Ses03F_impro07_F031,neu,That's going to--that'll be reserved for somebody else.
Ses03F_impro07_F032,hap,[LAUGHTER] Hello? I am not.
Ses03F_impro07_F034,hap,"[LAUGHTER]. No, you'd get used to it."
Ses03F_impro07_F035,hap,"[LAUGHTER]. Oh, Joe, I'm so happy."
Ses03F_impro07_M000,neu,"Hey, Isabella."
Ses03F_impro07_M001,neu,I'm all right.
Ses03F_impro07_M003,neu,You're not pregnant or anything.
Ses03F_impro07_M004,neu,"I know you've been trying to have a baby, right?"
Ses03F_impro07_M012,neu,oh yeah.
Ses03F_impro07_M021,neu,I got into film school at the Art Academy.
Ses03F_impro07_M023,neu,Fuck Boston.
Ses03F_impro07_M025,neu,We should uh- go to Little Ethiopia.
Ses03F_impro07_M033,neu,"Well, get used to it."
Ses03F_impro07_M034,hap,"Hey, I'm already getting used to it."
Ses03F_impro07_M035,hap,"Me too, Isabella."
Ses03M_script01_2_F000,ang,Why did he invite her here?
Ses03M_script01_2_F001,ang,Well she's been away for three and a half years in New York and suddenly she just shows up.
Ses03M_script01_2_F006,ang,No.  She's not his girl Joe and she knows that.
Ses03M_script01_2_F009,ang,"I mean, her faith is stronger than a rock."
Ses03M_script01_2_F010,sad,"My worst times I think about her, you know, and I"
Ses03M_script01_2_F011,sad,it's like I know as long as she's waiting I'm right again.
Ses03M_script01_2_F012,ang,"No.  Nobody in my house better dare and challenge her faith.  You know and maybe strangers but not his father, not his brother."
Ses03M_script01_2_F015,ang,"Laugh, laugh at me but I will.  Because you know what happened when she came here?  When she came back she slept in his room, the memorial broke into pieces. Joe, look. Look at it. You got to believe with me."
Ses03M_script01_2_F017,sad,"Look, it was just last week that Detroit, some boy came back he had been away longer than Larry, you can read it for yourself. You above all people have got to believe."
Ses03M_script01_2_F019,sad,I can't help it.
Ses03M_script01_2_M001,neu,"Well maybe, maybe he just wanted to see her."
Ses03M_script01_2_M004,neu,Who said he even thought about that?
Ses03M_script01_2_M005,neu,"Well, so what?"
Ses03M_script01_2_M008,neu,How do you know why she's waited?  Hmmm?
Ses03M_script01_2_M014,ang,"Alright, alright, calm yourself okay?  Calm yourself. Wait, wait.  What do you mean, me above all?"
Ses03M_script01_2_M015,ang,"Wait, what does that mean?  Me above all?"
Ses03M_script01_2_M016,ang,"Look at you, you're shaking."
Ses03M_script01_2_M017,ang,What do I got to hide?  Huh?  What the hell's the matter with you Kate?
Ses03M_script01_3_F004,sad,No.  I'm not sorry.  But I'm not going to stay.
Ses03M_script01_3_F006,sad,"Look,"
Ses03M_script01_3_F007,sad,"you saw the way that she acted and then well, I mean, you, you were acting kind of..."
Ses03M_script01_3_F008,sad,"Well, I don't know, embarrassed of her since I came."
Ses03M_script01_3_F011,hap,"Well,"
Ses03M_script01_3_F012,hap,I guess that's why I came.
Ses03M_script01_3_F013,hap,"Look, I've been ready for a long, long time now."
Ses03M_script01_3_F014,hap,"Look, I almost got married two years ago."
Ses03M_script01_3_F015,hap,You started to write me.
Ses03M_script01_3_F016,hap,Every day since.
Ses03M_script01_3_F017,hap,"I was waiting for you Chris, I mean, till then you never wrote and then when you did what did you say?"
Ses03M_script01_3_F018,hap,You'd always be so ambiguous.
Ses03M_script01_3_F019,hap,I'll never forgive you for that.
Ses03M_script01_3_F020,hap,"I mean,  Why did you wait all these years?  There I was sitting around and wondering if I was crazy for thinking about you."
Ses03M_script01_3_F021,hap,Not like that you're not.
Ses03M_script01_3_F029,sad,How many?
Ses03M_script01_3_F030,sad,Geez.
Ses03M_script01_3_F031,sad,And you still feel that way?
Ses03M_script01_3_F033,sad,"that includes me too, I mean and the money, you have right to that money.  Your father put planes up in the air, good planes and he deserves it, you should be proud of that.  A man should be paid for that."
Ses03M_script01_3_F034,hap,What am I going to do with a fortune?
Ses03M_script01_3_M001,neu,You're not sorry you came?
Ses03M_script01_3_M004,neu,What?
Ses03M_script01_3_M008,hap,"I mean, that's the reason why I asked you here."
Ses03M_script01_3_M010,hap,I love you.
Ses03M_script01_3_M016,hap,You felt something that far back.
Ses03M_script01_3_M018,hap,"Give me a kiss Ann, just give me..."
Ses03M_script01_3_M021,hap,We're going to live now.  I'm going to make you so happy.
Ses03M_script01_3_M023,sad,"Nothing.  Hey, let's drive somewhere.  I want to be alone with you."
Ses03M_script01_3_M027,sad,You remember overseas I was in command of a company?
Ses03M_script01_3_M028,sad,Well I lost them.
Ses03M_script01_3_M029,sad,Just about all.
Ses03M_script01_3_M030,sad,Takes a little while to toss that off cause they weren't just men.
Ses03M_script01_3_M031,sad,"For instance, one time this...it had been raining several days and this one kid, he came up to me, he gave me his last pair of dry socks, put them in my pocket."
Ses03M_script01_3_M032,sad,"That's just a little thing but that's the kind of guys I had.  They didn't just die, they killed themselves for each other and I mean that exactly."
Ses03M_script01_3_M033,sad,A little more selfish and they'd still be here today.  And I got this idea watching them go down.  See everything was being destroyed but there was one new thing that was being created.
Ses03M_script01_3_M034,sad,"It was a kind of responsibility, man for man.  You understand me?"
Ses03M_script01_3_M035,sad,And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.
Ses03M_script01_3_M036,sad,And then I came here and it was incredible.  There was no meaning in it here.  The whole thing to them was a kind of bus accident.
